title,url,time,source,file_type,file_type_2
5：附件：2011级软件项目管理实验班申请表.xls,https://sse.ustc.edu.cn/_upload/article/files/20/da/51f709a7499eb22b0b97eab8cf6b/e5669b65-eebb-4fff-a625-f25edbf2fa5f.xls,2011-06-22,软件学院,招生管理,
3：中国科技大学本、研（硕、博）生报到入户须知（苏州双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/7a/84/e202be58492dbb499169dcfa6725/6be12885-6b8e-4d83-8989-f77bc07cba9a.doc,2011-06-22,软件学院,招生管理,
1：研究生新生报到须知（苏州双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/fe/2f/44e973ab4c52a84bee608ba67214/caff1d6f-8272-4e03-af53-2ee7d7f6550d.doc,2011-06-22,软件学院,招生管理,
5：附件：2011级软件项目管理实验班申请表.xls,https://sse.ustc.edu.cn/_upload/article/files/28/41/9d34184d446383f961f0daddc224/851779d6-1c35-4fa5-acad-124acca47535.xls,2011-06-22,软件学院,招生管理,
3：中国科技大学本、研（硕、博）生报到入户须知（合肥双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/e0/7a/239f2280475581a0c5a61f770a7e/78a3b757-911d-4969-a43f-1eb0b912d921.doc,2011-06-22,软件学院,招生管理,
2：研究生学费缴纳说明（合肥双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/b4/d8/425750eb4c7aab42c3ad08cd12ef/e897bd77-4686-4196-8c27-cff4bdc5d86f.doc,2011-06-22,软件学院,招生管理,
1：研究生新生报到须知（合肥双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/5a/77/7ddfc7f9455c8c8b9686050bbc44/ca7678dc-5645-4714-be21-fefbf7a01c1f.doc,2011-06-22,软件学院,招生管理,
2011年在职招生-附件.doc,https://sse.ustc.edu.cn/_upload/article/files/b7/aa/105053594964999328dcbd9355df/1613fce9-df40-4424-a579-eef9a6fa60a8.doc,2011-06-07,软件学院,招生管理,
2011中国科大硕士招生复试体检单.doc,https://sse.ustc.edu.cn/_upload/article/files/24/5a/94dee7cc44f99413ce3936160ae7/49043961-247a-4be6-918c-4b918a331cc8.doc,2011-04-13,软件学院,招生管理,
2011中国科大硕士招生复试体检单.doc,https://sse.ustc.edu.cn/_upload/article/files/ac/ec/fbe1609f42089f6720122eee6af3/977a2d62-9413-4752-9e18-8e449e350e33.doc,2011-04-13,软件学院,招生管理,
2011中国科大硕士招生复试体检单.doc,https://sse.ustc.edu.cn/_upload/article/files/40/50/b29e4d204a87accc4ccee6c6e06d/e3ecaa66-3f00-434b-8923-b856eac2705b.doc,2011-03-29,软件学院,招生管理,
2011中国科大硕士招生复试体检单.doc,https://sse.ustc.edu.cn/_upload/article/files/cd/50/c97277ca4a7fa9fee125b04d31e5/34705173-68b6-4c7f-9780-ce19330cb1bc.doc,2011-03-24,软件学院,招生管理,
关于2010级新生暑期补课的通知.doc,https://sse.ustc.edu.cn/_upload/article/files/62/bf/48f457874e0a98881dc07731393d/149bc7da-d0f3-4164-9b3d-9b39651ab540.doc,2010-06-22,软件学院,招生管理,
中国科技大学本、研（硕、博）生报到入户须知（苏州双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/66/24/9f0245874b36aa2eecb255de1252/ed4823fd-e73d-4efc-81f6-2132ac0a333d.doc,2010-06-22,软件学院,招生管理,
中国科技大学本、研（硕、博）生报到入户须知.doc,https://sse.ustc.edu.cn/_upload/article/files/fe/b7/ea809c994be6999ef2b8715f7477/af265365-57ff-42c7-ad3a-1e5e63f41a19.doc,2010-06-22,软件学院,招生管理,
研究生学费缴纳说明（苏州双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/d4/ca/c1444cf040e3aae1e17256c11f97/cbad8933-d4c0-4206-a76d-b7c3c3d18330.doc,2010-06-22,软件学院,招生管理,
研究生学费缴纳说明（合肥双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/8d/f4/7675b1464395a99260fb6dc38a3c/f46beeb3-88b8-4bf1-bd1b-62f0e92cb272.doc,2010-06-22,软件学院,招生管理,
10研究生新生报到须知（苏州双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/28/e3/6f681f0a4f4480567eb6384cf6f1/4ae526c9-2c91-4ff4-bbbe-3673bc8ca8cb.doc,2010-06-22,软件学院,招生管理,
10研究生新生报到须知（合肥双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/11/91/5728d08a4811bf1081594380ad3f/65c072e8-f567-457b-8f6f-fc759e889ff1.doc,2010-06-22,软件学院,招生管理,
2010年秋季上海和泉州在职班招生简章-附件.doc,https://sse.ustc.edu.cn/_upload/article/files/fd/0f/5ce4b5cb4f168b5861a24a0cfdee/c624b3fa-f401-490c-9906-d3190db6427f.doc,2010-04-17,软件学院,招生管理,
表5_2010中国科大硕士招生复试体检单.doc,https://sse.ustc.edu.cn/_upload/article/files/dd/b8/759e368a459e8ab28d0b012e753c/2239d13e-ed90-4672-b3dd-dd0c682993f8.doc,2010-03-25,软件学院,招生管理,
2010年春季合肥班招生_报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/79/aa/d1ce7d5f4cc7abbf2525ca0a9baf/e4d9fd11-9262-4acb-964b-802ad217117e.doc,2009-10-14,软件学院,招生管理,
09研究生新生报到须知（单证全日制）.doc,https://sse.ustc.edu.cn/_upload/article/files/3c/1e/2d63e52943ffade036802b92a342/88fcdf46-715d-4561-a275-486ee5362c9c.doc,2009-07-10,软件学院,招生管理,
09研究生新生报到须知（单证在职）.doc,https://sse.ustc.edu.cn/_upload/article/files/a3/be/a97012674af0b911418fec83da5d/75f282a7-e104-4137-8715-8d5a8f2591b9.doc,2009-07-10,软件学院,招生管理,
09研究生新生报到须知（合肥双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/ef/14/81da8f014df78a79b747f0c6a46c/076d8080-4a1d-46ce-8325-0f83da171655.doc,2009-06-23,软件学院,招生管理,
09研究生新生报到须知（苏州双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/38/ff/266f28aa4043aa684ef824c60d19/e30f077b-e6cb-4e31-b46b-d62fdd2a7f75.doc,2009-06-23,软件学院,招生管理,
09报到入户须知（双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/a5/6a/03d49101419888ee31449f875301/5266e3af-7911-4587-a6a8-a1207509fd38.doc,2009-06-23,软件学院,招生管理,
09接受委托培养攻读硕士学位研究生协议书.doc,https://sse.ustc.edu.cn/_upload/article/files/bf/8a/9fa186454f64ae18cb0660b4e734/63ad35a9-4b77-4dbc-a300-2fc14b6017d7.doc,2009-06-05,软件学院,招生管理,
08报到入户须知（双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/e4/ba/607440344b52a39421c6d9e3b57f/98e9baa0-7fd4-4388-bc00-e29815b6a479.doc,2008-06-24,软件学院,招生管理,
08研究生新生报到须知（单证）.doc,https://sse.ustc.edu.cn/_upload/article/files/ae/54/f6fa03474f23a4d496016f08d13c/de2d437c-222f-47b2-9dcb-4bcb81c55691.doc,2008-06-24,软件学院,招生管理,
08研究生新生报到须知（苏州双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/cd/76/baa8c5d44cbe8911c343015888ce/81440f0b-21c9-4edd-8986-9a11a39819c5.doc,2008-06-24,软件学院,招生管理,
08研究生新生报到须知（合肥双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/8b/ae/0b4958184ae587f76e7ebbc929b4/02014561-e993-413f-8781-fbaae537a80a.doc,2008-06-24,软件学院,招生管理,
download_2008年软件工程专业硕士（单证）自主招生报名资格审查表.doc,https://sse.ustc.edu.cn/_upload/article/files/43/81/73bbd22a407281781d157e3e0764/d404098d-1dc1-430e-ba27-8f49276bd179.doc,2008-02-25,软件学院,招生管理,
download_2008年软件工程专业硕士（单证）调剂报名资格审查表.doc,https://sse.ustc.edu.cn/_upload/article/files/88/c1/3c2b42814b6a8c39352fe314a030/65215afc-df2f-4494-b233-f6e15fe7d3c3.doc,2008-02-25,软件学院,招生管理,
download_2008年软件工程专业硕士（双证）调剂报名资格审查表.doc,https://sse.ustc.edu.cn/_upload/article/files/05/18/014ebc054b17859c26d00e781334/ca7c098a-ad7e-4f9c-bf08-f8101e59f909.doc,2008-02-25,软件学院,招生管理,
08年招生简章（单证）附件二：单证调剂报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/95/5c/6c888c6847858f979c2862e3926d/a8e5a939-c790-4506-b60d-ffceb42bade3.doc,2007-11-15,软件学院,招生管理,
08年招生简章（单证）附件一：自主招生报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/a3/10/0669cc8b4f91b817d731f907e7b8/19e684f4-aa9a-40d1-903c-4c4f3bbdc24b.doc,2007-11-15,软件学院,招生管理,
2007年软件工程专业硕士（双证）调剂报名资格审查表,https://sse.ustc.edu.cn/_upload/article/files/9b/e7/397f740647dd89ca1cbdfa272568/bbb71953-55ac-4b1e-9918-8aad0c1910f5.doc,2007-09-06,软件学院,招生管理,
2007年软件工程专业硕士（单证）调剂报名资格审查表,https://sse.ustc.edu.cn/_upload/article/files/fa/ff/f94468024e2d8b67ffcaf468acb9/fcdf75bf-7101-41d6-b152-98ec5c4e8e00.doc,2007-09-06,软件学院,招生管理,
附件一-2017年软件学院第一届创新创业软件设计大赛-报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/39/7a/00c8c609484dad4f1a30b0f4ecf5/ddc00b5c-2297-4c1d-954b-6da444718471.doc,2017-04-01,软件学院,就业管理,
2017第一届创新创业软件设计大赛章程.pdf,https://sse.ustc.edu.cn/_upload/article/files/c0/55/0c20f96c407783f17d8354e193a5/37cbdb3e-2205-4b0a-827c-eea94278fa49.pdf,2017-04-01,软件学院,就业管理,
2017计算所招聘岗位汇总-20160907.pdf,https://sse.ustc.edu.cn/_upload/article/files/60/62/2ec6f97247c88266d88e0f8911af/fdb1cf0c-4a3c-4fa3-bb50-d4ec5eb78c38.pdf,2016-09-18,软件学院,就业管理,
远程教育培训室简介.doc,https://sse.ustc.edu.cn/_upload/article/files/9d/d8/682aa812407c8f8901893bd129d8/e4100a0d-a0fc-425b-bf21-10d7090c0fed.doc,2014-12-11,软件学院,就业管理,
信息工程技术培训室简介.doc,https://sse.ustc.edu.cn/_upload/article/files/ad/13/a58df51347569bfee9400d91065c/42eebf94-5336-4f1d-9a39-a74d7468211e.doc,2014-12-11,软件学院,就业管理,
高层次人才职位申请表.doc,https://sse.ustc.edu.cn/_upload/article/files/e1/e4/e3ed48a34c9b808eb465019c4219/6cc5b272-4c51-4159-aed9-6dc949f0c110.doc,2013-09-30,软件学院,就业管理,
软件学院（苏州）毕业生离校指南（双证）.doc,https://sse.ustc.edu.cn/_upload/article/files/55/25/bb0e41b24f5e9fe11e739ccf2557/57a40e64-9635-4e03-8ffd-7dee222ea96c.doc,2010-12-22,软件学院,就业管理,
软件学院（苏州）毕业生离校指南（单证）.doc,https://sse.ustc.edu.cn/_upload/article/files/cd/fd/cc51d6264166a34eb2b8d3183194/eff41710-c26f-45fa-a25a-9ad66d2fa6f3.doc,2010-12-17,软件学院,就业管理,
docadd1,https://sse.ustc.edu.cn/_upload/article/files/82/6a/37ca507c442c83b991c268203ab6/e9b394d4-7678-4820-9b7c-6f63e261e105.pdf,2010-11-15,软件学院,就业管理,
SRCB_job_application_form.xls,https://sse.ustc.edu.cn/_upload/article/files/39/4c/b4f5c41c47519c4c0746c42bf123/3818a639-ab3f-43a1-894f-80517a102289.xls,2010-11-03,软件学院,就业管理,
补发申请,https://sse.ustc.edu.cn/_upload/article/files/f0/30/ef20e504438d817f1783b2fda2c2/98f22a1c-8a8c-481c-b156-a2363e24f489.doc,2010-10-22,软件学院,就业管理,
SRCB Application Form,https://sse.ustc.edu.cn/_upload/article/files/83/ff/b294f0684930a83992ace5e49574/47565137-08bb-4e90-a0dd-8bd6867695cf.xls,2008-10-23,软件学院,就业管理,
22.asp;.jpg,https://sse.ustc.edu.cn/2020/0325/c19882a416874/page.htm,2012-04-04,软件学院,工程实践,
工程实验基础课程免修申请表.doc,https://sse.ustc.edu.cn/_upload/article/files/60/f8/6cfdf9334c0290845aa1fcbcf26a/b4515900-b5bb-4b3f-8be1-e2ec5f74d8a4.doc,2010-08-27,软件学院,工程实践,
开题报告模板.doc,https://sse.ustc.edu.cn/_upload/article/files/9f/22/6b9a16fb41688cd2bcad36b10a86/0bf8ce06-126a-4d7c-9380-36b27e048eb5.doc,2010-08-21,软件学院,工程实践,
硕2009《软件工程实验》项目环节开题报告格式.doc,https://sse.ustc.edu.cn/_upload/article/files/ca/32/420dc3d740748efed2701201fafb/f5af980a-ebdd-4ae2-8651-f42e3c56c8cb.doc,2009-11-12,软件学院,工程实践,
开题报告格式.doc,https://sse.ustc.edu.cn/_upload/article/files/dc/52/4c9b35c44a529549c06106f7b4c4/6e85f2a2-8d98-4593-873a-2f019945c667.doc,2008-10-21,软件学院,工程实践,
软件学院07级实践报名表1.doc,https://sse.ustc.edu.cn/_upload/article/files/a9/73/a6e5d17a471793da32093fa12091/8c5b1d79-74e3-4361-8a3a-8a1bdbc89878.doc,2007-11-24,软件学院,工程实践,
软件学院07级实践报名表2.doc,https://sse.ustc.edu.cn/_upload/article/files/4d/b6/6a40a8734cf68453dad766e6fa17/50987fc4-7784-4f0b-b168-3a77b85ee8e2.doc,2007-11-24,软件学院,工程实践,
开题报告格式.doc,https://sse.ustc.edu.cn/_upload/article/files/1c/ae/216b749d4bc59fc0b31caa7630a6/52863966-d8ea-4cd7-a243-91bee2489c11.doc,2007-11-07,软件学院,工程实践,
报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/e7/21/db739cc84603bd98dfb2e192fec5/5419edbb-108e-4f65-a608-962ec4e99dd5.doc,2007-10-02,软件学院,工程实践,
图片一.jpg,https://sse.ustc.edu.cn/2020/0325/c19884a416880/page.htm,2018-10-18,软件学院,党团建设,
中国科大软件学院2018年招聘工作人员报名登记表.doc,https://sse.ustc.edu.cn/_upload/article/files/ca/51/970e645c49e3ba66b89280133484/3e2bc395-ddbd-4d16-94e8-d40701e0a4ff.doc,2018-05-25,软件学院,党团建设,
招聘信息.doc,https://sse.ustc.edu.cn/_upload/article/files/37/e6/38012ea34c469cd1554d5ca4a2c2/1b2de41e-b4d1-45c7-905a-c9f8482461fa.doc,2018-05-25,软件学院,党团建设,
包河区选区选民登记表.doc,https://sse.ustc.edu.cn/_upload/article/files/64/41/ff96442d4145a075c084baecd779/caa4b024-0395-483d-bf4b-6eaae738a7bb.doc,2011-11-09,软件学院,党团建设,
Y软件学院讯飞奖教金审批表2.doc,https://sse.ustc.edu.cn/_upload/article/files/5d/c5/faad7d174275b177b96dfd3a72a9/2efa7434-b2c8-4f22-9762-8e454c1aec65.doc,2009-12-29,软件学院,党团建设,
请假单,https://wp.ustc.edu.cn/_temp/e0f1a262-7e5f-4bc9-a207-e84a93ffd2a7.doc,2021-11-15,软件学院,学生管理,
银校通.pdf,https://sse.ustc.edu.cn/_upload/article/files/5c/d2/d8208ceb4091b4e0624308b74f21/ba45f543-29ab-4cfa-9506-e8034c404101.pdf,2018-06-25,软件学院,学生管理,
软件学院第一届创新创业大赛获奖项目.doc,https://sse.ustc.edu.cn/_upload/article/files/d4/7a/bbd8ad38415481348612271943d5/e23f9275-0998-471b-96b7-ef999f76a2a3.doc,2017-06-01,软件学院,学生管理,
2017第一届创新创业软件设计大赛章程.pdf,https://sse.ustc.edu.cn/_upload/article/files/5e/f0/f486780c4e1c9618a309a02e4ed5/8453cf43-fc6f-414a-8508-234eb0b7f58e.pdf,2017-04-01,软件学院,学生管理,
附件一-2017年软件学院第一届创新创业软件设计大赛-报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/90/96/3c309ba740ef9c9d52aba942a120/8c72ce77-2ed4-4b30-b47f-4ac29ba33728.doc,2017-04-01,软件学院,学生管理,
附件一-2015年软件学院第十一届软件设计大赛-报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/a0/1a/1f493ecd4c5fb4dfa2b09a283e47/b329c849-3c48-45bb-82f6-c1c2baca844e.doc,2015-06-03,软件学院,学生管理,
附件二-2015年软件学院第十一届软件设计大赛-材料清单.doc,https://sse.ustc.edu.cn/_upload/article/files/26/56/96deb0fc4ae2b45f217de67e3807/78295c22-91d0-4f87-b20a-e6bc045f043c.doc,2015-06-03,软件学院,学生管理,
附件三-2015年软件学院第十一届软件设计大赛-知识产权声明及工作量排序.doc,https://sse.ustc.edu.cn/_upload/article/files/3c/b8/275647314f69a706fc2f513f272c/227892fb-ef58-4bfc-89d3-ffd827931e0c.doc,2015-06-03,软件学院,学生管理,
附件二-2014年软件学院第十届软件设计大赛-材料清单.doc,https://sse.ustc.edu.cn/_upload/article/files/2a/69/8dd82f984f4bbf7d33b4dc2e8421/011508fb-678b-4a92-97f9-71afd62f7beb.doc,2014-05-04,软件学院,学生管理,
附件一-2014年软件学院第十届软件设计大赛-报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/b0/5c/f2deec3744d4a493d44333f8744d/0d07043c-4a9a-422e-b163-ee11a2d931cc.doc,2014-05-04,软件学院,学生管理,
附件三-2014年软件学院第十届软件设计大赛-知识产权声明及工作量排序.doc,https://sse.ustc.edu.cn/_upload/article/files/7d/a0/8c89d6174e128d14afb676e7c1cb/33147da6-edb4-42a7-b22b-2c5f334d6b9f.doc,2014-05-04,软件学院,学生管理,
“第一届全国高校软件定义网络(SDN)应用创新开发大赛”报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/65/32/bc3e1c2d4179b0a7cb0b6e179264/3fffd621-29be-4bff-9867-0687f541a62e.doc,2013-12-05,软件学院,学生管理,
“第一届全国高校软件定义网络(SDN)应用创新开发大赛”赛项概要.doc,https://sse.ustc.edu.cn/_upload/article/files/24/a0/a53a8eb7400aa453f1795a00f0c8/c5a772c4-31ae-436b-bd13-dea1e9a1e7d9.doc,2013-12-05,软件学院,学生管理,
“第一届全国高校软件定义网络(SDN)应用创新开发大赛”赛项执行委员会.doc,https://sse.ustc.edu.cn/_upload/article/files/45/3a/e41f5b2c4669bf8e075aeacfbb70/5cf7c316-0331-44b1-83ea-1351c5226c10.doc,2013-12-05,软件学院,学生管理,
“第一届全国高校物联网应用创新大赛”报名表.doc,https://sse.ustc.edu.cn/_upload/article/files/86/9e/84e21bd34708a0368ec2cccf6c05/e88b8332-5bce-44d7-9551-6f9d956be359.doc,2013-12-05,软件学院,学生管理,
“第一届全国高校物联网应用创新大赛”赛项执行委员会名单.doc,https://sse.ustc.edu.cn/_upload/article/files/b4/69/dca2e9ac4bb99b032d42b6a0a724/177e54ce-ca5a-425c-8c43-25991dbfccc1.doc,2013-12-05,软件学院,学生管理,
“第一届全国高校物联网应用创新大赛”赛项概要.doc,https://sse.ustc.edu.cn/_upload/article/files/c0/b4/6594c1b744fbb94ebd098c5e9401/21918bdb-a6e2-4a1f-a10f-1790aba33a9c.doc,2013-12-05,软件学院,学生管理,
附件二-2013年软件学院第九届软件设计大赛-材料清单.doc,https://sse.ustc.edu.cn/_upload/article/files/af/47/9ad629874c93b0e098abc2991815/0121a59e-ec3f-40a9-8047-5cab25ec3f82.doc,2013-05-09,软件学院,学生管理,
